Ortsnetzkennzahl,Ortsnetzname,Bundesland,PLZ
00498336,Erkheim,Bayern,87746; 87761; 87776; 87784
00498337,Altenstadt Iller,Bayern,89281; 89293; 89296
00498338,Böhen,Bayern,87736
00498340,Baisweil,Bayern,87650
00498341,Kaufbeuren,Bayern,87640; 87656; 87660; 87600; 87665
00498342,Marktoberdorf,Bayern,87616
00498343,Aitrang,Bayern,87648; 87674
00498344,Westendorf b Kaufbeuren,Bayern,86869; 87679
00498345,Stöttwang,Bayern,87662; 87662; 87677
00498346,Pforzen,Bayern,87666; 87668
00498347,Friesenried,Bayern,87653; 87654
00498348,Bidingen,Bayern,87651
00498349,Stötten a Auerberg,Bayern,87675
00498361,Nesselwang,Bayern,87484
00498362,Füssen,Bayern,87629; 87669; 87645
00498363,Pfronten,Bayern,87459
00498364,Seeg,Bayern,87637; 87659; 87663; 87637
00498365,Wertach,Bayern,87497
00498366,Oy-Mittelberg,Bayern,87466
00498367,Roßhaupten Forggensee,Bayern,87672
00498368,Halblech,Bayern,87642
00498369,Rückholz,Bayern,87494
00498370,Wiggensbach,Bayern,87487
00498372,Obergünzburg,Bayern,87634; 87634; 87496
00498373,Altusried,Bayern,87452
00498374,Dietmannsried,Bayern,87463; 87493
00498375,Weitnau,Bayern,87480
00498376,Sulzberg Allgäu,Bayern,87477
00498377,Unterthingau,Bayern,87647; 87647
00498378,Buchenberg b Kempten,Bayern,87474
00498379,Waltenhofen-Oberdorf,Bayern,NA
00498380,Achberg,Bayern,88147; 88147
00498381,Lindenberg i Allgäu,Bayern,88178; 88161; 88175
00498382,Lindau Bodensee,Bayern,88131; 88131; 88149; 88142
00498383,Grünenbach Allgäu,Bayern,88167; 88167; 88167; 88167; 88167; 88167
00498384,Röthenbach Allgäu,Bayern,88167
00498385,Hergatz,Bayern,88145; 88145
00498386,Oberstaufen,Bayern,87534
00498387,Weiler-Simmerberg,Bayern,88179; 88171
00498388,Hergensweiler,Bayern,88138
00498389,Weissensberg,Bayern,88138; 88138
00498392,Markt Rettenbach,Bayern,87733
00498393,Holzgünz,Bayern,87752; 87781
00498394,Lautrach,Bayern,87758; 87763
00498395,Tannheim Württ,Baden-Württemberg,88450; 88430; 88459; 88459; 88459
00498402,Münchsmünster,Bayern,85126
00498403,Pförring,Bayern,85104
00498404,Oberdolling,Bayern,93349; 85129
00498405,Stammham b Ingolstadt,Bayern,85134
00498406,Böhmfeld,Bayern,85113
00498407,Grossmehring,Bayern,85098
0049841,Ingolstadt Donau,Bayern,85049; 85051; 85053; 85055; 85057; 85139
00498421,Eichstätt Bay,Bayern,85111; 85072; 85072; 85131
00498422,Dollnstein,Bayern,91795; 85132
00498423,Titting,Bayern,85135
00498424,Nassenfels,Bayern,85116; 85128
00498426,Walting Kr Eichstätt,Bayern,85137
00498427,Wellheim,Bayern,91809
00498431,Neuburg a d Donau,Bayern,86673; 86697; 86701
00498432,Burgheim,Bayern,86666
00498433,Königsmoos,Bayern,86562; 86669; 86571
00498434,Rennertshofen,Bayern,86643
00498435,Ehekirchen,Bayern,86676
00498441,Pfaffenhofen a d Ilm,Bayern,85276; 85276; 85304; 85276; 85304; 85276; 85304; 85293; 85276; 85304; 85298; 85276; 85276
00498442,Wolnzach,Bayern,85296; 85283
00498443,Hohenwart Paar,Bayern,86558; 86579
00498444,Schweitenkirchen,Bayern,85307; 85304; 85307; 85301; 85307; 85304
00498445,Gerolsbach,Bayern,85302
00498446,Pörnbach,Bayern,85309
00498450,Ingolstadt-Zuchering,Bayern,85123
00498452,Geisenfeld,Bayern,85119; 85290
00498453,Reichertshofen Oberbay,Bayern,85107; 85084
00498454,Karlshuld,Bayern,86564; 86668; 86706
00498456,Lenting,Bayern,85120; 85092; 85092; 85101
00498457,Vohburg a d Donau,Bayern,85088
00498458,Gaimersheim,Bayern,85114; 85117; 85080; 85080; 85122
00498459,Manching,Bayern,85077
00498460,Berching-Holnstein,Bayern,92345
00498461,Beilngries,Bayern,92339; 92345
00498462,Berching,Bayern,92334
00498463,Greding,Bayern,91171
00498464,Dietfurt a d Altmühl,Bayern,92345
00498465,Kipfenberg,Bayern,85110
00498466,Denkendorf Oberbay,Bayern,85095
00498467,Kinding,Bayern,85125
00498468,Altmannstein-Pondorf,Bayern,NA
00498469,Freystadt-Burggriesbach,Bayern,NA
00498501,Thyrnau,Bayern,94136
00498502,Fürstenzell,Bayern,94081
00498503,Neuhaus a Inn,Bayern,94152
00498504,Tittling,Bayern,94538; 94154; 94163; 94169; 94104; 94104
00498505,Hutthurm,Bayern,94124; 94116
00498506,Bad Höhenstadt,Bayern,NA
00498507,Neuburg a Inn,Bayern,94127
00498509,Ruderting,Bayern,94161; 94113
0049851,Passau,Bayern,94032; 94034; 94036; 94121
00498531,Pocking,Bayern,94072; 94060; 94060; 94099
00498532,Griesbach i Rottal,Bayern,94086; 94137
00498533,Rotthalmünster,Bayern,94148; 94094
00498534,Tettenweis,Bayern,94167
00498535,Haarbach,Bayern,94501; 94542
00498536,Kößlarn,Bayern,94149
00498537,Bad Füssing-Aigen,Bayern,NA
00498538,Pocking-Hartkirchen,Bayern,NA
00498541,Vilshofen Niederbay,Bayern,94565; 94565; 94565; 94565; 94565; 94474
00498542,Ortenburg,Bayern,94496
00498543,Aidenbach,Bayern,94501; 94501; 94501; 84385
00498544,Eging a See,Bayern,94529; 94535; 94565
00498545,Hofkirchen Bay,Bayern,94544
00498546,Windorf-Otterskirchen,Bayern,94529; 94529; 94155; 94565; 94529; 94575
00498547,Osterhofen-Gergweis,Bayern,94439
00498548,Vilshofen-Sandbach,Bayern,NA
00498549,Vilshofen-Pleinting,Bayern,94550; 94501
00498550,Philippsreut,Bayern,94158
00498551,Freyung,Bayern,94078; 94146
00498552,Grafenau Niederbay,Bayern,94481; 94481
00498553,Spiegelau,Bayern,94518; 94566; 94518; 94568
00498554,Schönberg Niederbay,Bayern,94548; 94513
00498555,Perlesreut,Bayern,94142; 94157; 94160
00498556,Haidmühle,Bayern,94145
00498557,Mauth,Bayern,94151
00498558,Hohenau Niederbay,Bayern,94545; 94556; 94566
00498561,Pfarrkirchen Niederbay,Bayern,84347; 84389
00498562,Triftern,Bayern,84371
00498563,Bad Birnbach Rottal,Bayern,84364
00498564,Johanniskirchen,Bayern,84381
00498565,Dietersburg-Baumgarten,Bayern,84378; 84385
00498571,Simbach a Inn,Bayern,84387; 84375; 84359; 94166
00498572,Tann Niederbay,Bayern,84367; 84367; 84367
00498573,Ering,Bayern,94140; 94094
00498574,Wittibreut,Bayern,84384
00498581,Waldkirchen Niederbay,Bayern,94065
00498582,Röhrnbach,Bayern,94133
00498583,Neureichenau,Bayern,94118; 94089
00498584,Breitenberg Niederbay,Bayern,94139; 94164
00498585,Grainet,Bayern,94143
00498586,Hauzenberg,Bayern,94051
00498591,Obernzell,Bayern,94130
00498592,Wegscheid Niederbay,Bayern,94110
00498593,Untergriesbach,Bayern,94107
0049861,Traunstein,Bayern,83364; 83359; 83359; 83359; 83364; 83359; 83362; 83379; 83278; 83359; 83377; 83379
00498621,Trostberg,Bayern,83352; 83368; 83368; 83371; 83368; 83371; 83371; 83376; 83371; 83371; 83368; 83371; 83342; 83308; 83371
00498622,Tacherting- Peterskirchen,Bayern,NA
00498623,Kirchweidach,Bayern,84550; 84553; 84558; 84558
00498624,Obing,Bayern,83119; 83132
00498628,Kienberg Oberbay,Bayern,83361
00498629,Palling,Bayern,83349
00498630,Oberneukirchen,Bayern,84565
00498631,Mühldorf a Inn,Bayern,84513; 84562; 84453; 84570; 84513
00498633,Tüßling,Bayern,84576; 84577
00498634,Garching a d Alz,Bayern,84549; 84518; 84579
00498635,Pleiskirchen,Bayern,84568
00498636,Ampfing,Bayern,84539; 84431; 84539
00498637,Lohkirchen,Bayern,84494; 84564; 84573
00498638,Waldkraiburg,Bayern,84544; 84555; 84559; 84478
00498639,Neumarkt-Sankt Veit,Bayern,84546; 84494; 84494; 84494
00498640,Reit Im Winkl,Bayern,83242
00498641,Grassau Kr Traunstein,Bayern,83250; 83224; 83250; 83224; 83246
00498642,Übersee,Bayern,83236
00498649,Schleching,Bayern,83259
00498650,Marktschellenberg,Bayern,83487
00498651,Bad Reichenhall,Bayern,83435; 83457; 83451
00498652,Berchtesgaden,Bayern,83471; 83483; 83471; 83471; 83471; 83471; 83489
00498654,Freilassing,Bayern,83404; 83395
00498656,Anger,Bayern,83454; 83565
00498657,Ramsau b Berchtesgaden,Bayern,83486
00498661,Grabenstätt Chiemsee,Bayern,83355; 83377
00498662,Siegsdorf Kr Traunstein,Bayern,83364; 83346; 83346; 83364; 83364; 83364; 83313
00498663,Ruhpolding,Bayern,83324
00498664,Chieming,Bayern,83339
00498665,Inzell,Bayern,83334; 83458
00498666,Teisendorf,Bayern,83364; 83364; 83364; 83362; 83362; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83364; 83362; 83364; 83317; 83364; 83364; 83364; 83364
00498667,Seeon-Seebruck,Bayern,83376; 83358; 83358; 83370; 83376; 83376
00498669,Traunreut,Bayern,83374; 83374; 83368; 83374; 83374; 83374; 83368; 83374; 83365; 83374; 83374; 83374; 83368; 83371; 83368; 83301; 83374; 83374; 83368; 83368; 83374
00498670,Reischach Kr Altötting,Bayern,84567; 84567; 84571
00498671,Altötting,Bayern,84503; 84556; 84524; 84543
00498677,Burghausen Salzach,Bayern,84489; 84561
00498678,Marktl,Bayern,84533; 84533; 84533
00498679,Burgkirchen a d Alz,Bayern,84508; 84547
00498681,Waging a See,Bayern,83329; 83329; 83362; 83371; 83329; 83379; 83329; 83329; 83379; 83329; 83329; 83329; 83379; 83329; 83329; 83362; 83329; 83329; 83329; 83329; 83329; 83379; 83379; 83379; 83329; 83329; 83329; 83329; 83329; 83329; 83379; 83329; 83329; 83329; 83362; 83329; 83329; 83379; 83329; 83329; 83329; 83379; 83379; 83379; 83329; 83329; 83362
00498682,Laufen Salzach,Bayern,83410
00498683,Tittmoning,Bayern,84529
00498684,Fridolfing,Bayern,83413
00498685,Kirchanschöring,Bayern,83417
00498686,Petting,Bayern,83367; 83367; 83367; 83367; 83367
00498687,Taching-Tengling,Bayern,83373
00498702,Wörth a d Isar,Bayern,84178; 84100; 84183; 84103; 84187; 84109
00498703,Essenbach,Bayern,84051
00498704,Altdorf-Pfettrach,Bayern,84032; 84095
00498705,Altfraunhofen,Bayern,84169; 84171
00498706,Vilsheim,Bayern,84186
00498707,Adlkofen,Bayern,84166; 84166
00498708,Weihmichl-Unterneuhausen,Bayern,84101; 84107
00498709,Eching Niederbay,Bayern,84172; 84174; 84184
0049871,Landshut,Bayern,84036; 84028; 84030; 84032; 84034; 84036; 84036
00498721,Eggenfelden,Bayern,84307; 84332
00498722,Gangkofen,Bayern,84140
00498723,Arnstorf,Bayern,94424
00498724,Massing,Bayern,84323; 84339
00498725,Wurmannsquick,Bayern,84335; 84329
00498726,Schönau Niederbay,Bayern,84337
00498727,Falkenberg Niederbay,Bayern,84326; 84326
00498728,Geratskirchen,Bayern,84552
00498731,Dingolfing,Bayern,84130; 84177; 84180; 84164
00498732,Frontenhausen,Bayern,84160; 84163
00498733,Mengkofen,Bayern,84164; 84152
00498734,Reisbach Niederbay,Bayern,94419
00498735,Gangkofen-Kollbach,Bayern,NA
00498741,Vilsbiburg,Bayern,84137; 84137
00498742,Velden Vils,Bayern,84181; 84149
00498743,Geisenhausen,Bayern,84144
00498744,Gerzen,Bayern,84168; 84175; 84175
00498745,Bodenkirchen,Bayern,84155; 84189
00498751,Mainburg,Bayern,84048
00498752,Au i d Hallertau,Bayern,84072; 84104
00498753,Elsendorf Niederbay,Bayern,84089; 84091; 84094
00498754,Volkenschwand,Bayern,84106
00498756,Nandlstadt,Bayern,85405
00498761,Moosburg a d Isar,Bayern,85416; 85368; 85368
00498762,Wartenberg Oberbay,Bayern,85459; 85461; 85465; 84434; 85465; 85456
00498764,Mauern Kr Freising,Bayern,85413; 85419
00498765,Bruckberg Niederbay,Bayern,84079
00498766,Gammelsdorf,Bayern,85408
00498771,Ergoldsbach,Bayern,84061
00498772,Mallersdorf-Pfaffenberg,Bayern,84082; 84066
00498773,Neufahrn i NB,Bayern,84088; 84088
00498774,Bayerbach b Ergoldsbach,Bayern,84092
00498781,Rottenburg a d Laaber,Bayern,84056
00498782,Pfeffenhausen,Bayern,84076; 84076
00498783,Rohr i NB,Bayern,93352
00498784,Hohenthann,Bayern,84030; 84098
00498785,Rottenburg-Oberroning,Bayern,NA
00498801,Seeshaupt,Bayern,82393; 82402
00498802,Huglfing,Bayern,82390; 82386; 82386
00498803,Peissenberg,Bayern,82380; 82380; 82380
00498805,Hohenpeissenberg,Bayern,82383
00498806,Utting a Ammersee,Bayern,86923; 86919
00498807,Dießen a Ammersee,Bayern,86911; 82399
00498808,Pähl,Bayern,82396
00498809,Wessobrunn,Bayern,82405
0049881,Weilheim i OB,Bayern,82398; 82362; 82362; 82407
00498821,Garmisch-Partenkirchen,Bayern,82490; 82467; 82491; 82467
00498822,Oberammergau,Bayern,82488; 82487; 82497
00498823,Mittenwald,Bayern,82493; 82493; 82493; 82493; 82481
00498824,Oberau Loisach,Bayern,82438; 82496
00498825,Krün,Bayern,82494; 82499
00498841,Murnau a Staffelsee,Bayern,82439; 82418; 82441; 82445; 82418
00498845,Bad Kohlgrub,Bayern,82435; 82433; 82442
00498846,Uffing a Staffelsee,Bayern,82449; 82449
00498847,Obersöchering,Bayern,82436; 82392; 82392; 82418; 82395; 82392; 82418; 82447; 82390
00498851,Kochel a See,Bayern,82439; 82432; 82431; 82444; 82432
00498856,Penzberg,Bayern,82387; 82392; 82393; 82377; 82404
00498857,Benediktbeuern,Bayern,83671; 83673
00498858,Kochel-Walchensee,Bayern,82432; 82432; 82432
00498860,Bernbeuren,Bayern,86975
00498861,Schongau,Bayern,86972; 86978; 86971; 87675; 86956
00498862,Steingaden Oberbay,Bayern,86989; 86983; 86984; 86989
00498867,Rottenbuch Oberbay,Bayern,82389; 82380; 82401; 82409
00498868,Schwabsoien,Bayern,86977; 86980; 86986; 86987
00498869,Kinsau,Bayern,86974; 86920; 86981; 86935
004989,München,Bayern,85609; 82065; 82041; 85622; 82349; 82041; 85748; 82110; 82166; 85630; 82049; 82031; 85540; 85540; 85764; 85241; 85599; 85662; 82049; 82205; 85551; 82152; 82290; 82041; 80331; 80333; 80335; 80336; 80337; 80339; 80469; 80538; 80539; 80634; 80636; 80637; 80638; 80639; 80686; 80687; 80689; 80796; 80797; 80798; 80799; 80801; 80802; 80803; 80804; 80805; 80807; 80809; 80933; 80935; 80937; 80939; 80992; 80993; 80995; 80997; 80999; 81241; 81243; 81245; 81247; 81249; 81369; 81371; 81373; 81375; 81377; 81379; 81475; 81476; 81477; 81479; 81539; 81541; 81543; 81545; 81547; 81549; 81667; 81669; 81671; 81673; 81675; 81677; 81679; 81735; 81737; 81739; 81825; 81827; 81829; 81925; 81927; 81929; 85579; 82061; 82041; 82064; 85764; 82041; 85521; 85599; 82349; 82152; 82178; 82049; 85640; 85521; 82131; 82024; 85774; 82008; 85716; 85622; 85737
0049906,Donauwörth,Bayern,86663; 86609
00499070,Tapfheim,Bayern,NA
00499071,Dillingen a d Donau,Bayern,89407
00499072,Lauingen Donau,Bayern,89415
00499073,Gundelfingen a d Donau,Bayern,89423; 89437; 89441
00499074,Höchstädt a d Donau,Bayern,89435; 89420
00499075,Glött,Bayern,89344; 89353; 89438; 89368
00499076,Wittislingen,Bayern,89426; 89426; 89446
00499077,Bachhagel,Bayern,89429; 89428; 89447
00499078,Mertingen,Bayern,NA
00499080,Harburg Schwaben,Bayern,NA
00499081,Nördlingen,Bayern,86739; 86739; 86720; 86756; 86757
00499082,Oettingen i Bay,Bayern,86741; 86744; 86732
00499083,Möttingen,Bayern,86753
00499084,Bissingen Schwab,Bayern,89443
00499085,Alerheim,Bayern,86733; 86738; 86759
00499086,Fremdingen,Bayern,86742
00499087,Marktoffingen,Bayern,86747; 86748
00499088,Mönchsdeggingen,Bayern,86745; 86751
00499089,Bissingen-Unterringingen,Bayern,86735; 89440
00499090,Rain Lech,Bayern,86682; 86698
00499091,Monheim Schwab,Bayern,86653; 86653; 86700
00499092,Wemding,Bayern,86681; 86754; 86650; 86709
00499093,Polsingen,Bayern,86750; 91805
00499094,Tagmersheim,Bayern,86703; 86704
00499097,Marxheim,Bayern,NA
00499099,Kaisheim,Bayern,NA
00499101,Langenzenn,Bayern,91469; 91469; 90579; 90617
00499102,Wilhermsdorf,Bayern,91452
00499103,Cadolzburg,Bayern,90556
00499104,Emskirchen,Bayern,91448; 91097; 91489; 91489
00499105,Grosshabersdorf,Bayern,90613
00499106,Markt Erlbach,Bayern,91459
00499107,Trautskirchen,Bayern,90616; 90619
0049911,Nürnberg,Bayern,90762; 90763; 90765; 90766; 90768; 90562; 90562; 90402; 90403; 90408; 90409; 90411; 90419; 90425; 90427; 90429; 90431; 90439; 90441; 90443; 90449; 90451; 90453; 90455; 90459; 90461; 90469; 90471; 90473; 90475; 90478; 90480; 90482; 90489; 90491; 90522; 90587; 90552; 90607; 90556; 90547; 90587; 90587; 90513
00499120,Leinburg,Bayern,91227
00499122,Schwabach,Bayern,91126; 91126; 91126
00499123,Lauf a d Pegnitz,Bayern,91207; 91242; 90571
00499126,Eckental,Bayern,90542; 91077; 91077
00499127,Rosstal Mittelfr,Bayern,90614; 90574
00499128,Feucht,Bayern,90537; 90592
00499129,Wendelstein,Bayern,90530
00499131,Erlangen,Bayern,91088; 91054; 91052; 91054; 91056; 91058; 91080; 91096; 91080; 91080
00499132,Herzogenaurach,Bayern,91086; 91074; 91074
00499133,Baiersdorf Mittelfr,Bayern,91083; 91090; 91094; 91099
00499134,Neunkirchen a Brand,Bayern,91077; 91077; 91077; 91077; 91233
00499135,Heßdorf Mittelfr,Bayern,91091; 91093; 91085
00499141,Weißenburg i Bay,Bayern,91792; 91798; 91781
00499142,Treuchtlingen,Bayern,91757
00499143,Pappenheim Mittelfr,Bayern,91788; 91788
00499144,Pleinfeld,Bayern,91785
00499145,Solnhofen,Bayern,91799; 91807; 91804; 91807
00499146,Markt Berolzheim,Bayern,91793; 91801; 91802
00499147,Nennslingen,Bayern,91790; 91790; 91790
00499148,Ettenstatt,Bayern,91790; 91796
00499149,Weissenburg-Suffersheim,Bayern,NA
00499151,Hersbruck,Bayern,91230; 91239; 91217; 91241; 91244
00499152,Hartenstein Mittelfr,Bayern,91235; 91235; 91247
00499153,Schnaittach,Bayern,91220
00499154,Pommelsbrunn,Bayern,91224; 91249
00499155,Simmelsdorf,Bayern,91245
00499156,Neuhaus a d Pegnitz,Bayern,91284
00499157,Alfeld Mittelfr,Bayern,91236
00499158,Offenhausen Mittelfr,Bayern,91238; 91238
00499161,Neustadt a d Aisch,Bayern,91456; 91463; 91413
00499162,Scheinfeld,Bayern,91477; 91443
00499163,Dachsbach,Bayern,91462; 91466; 91468; 91486
00499164,Langenfeld Mittelfr,Bayern,91460; 91474
00499165,Sugenheim,Bayern,91438; 91484
00499166,Münchsteinach,Bayern,91481
00499167,Oberscheinfeld,Bayern,91483
00499170,Schwanstetten,Bayern,90596
00499171,Roth Mittelfr,Bayern,91186; 91154
00499172,Georgensgmünd,Bayern,91166; 91187
00499173,Thalmässing,Bayern,91177
00499174,Hilpoltstein,Bayern,91161
00499175,Spalt,Bayern,91720; 91174
00499176,Allersberg,Bayern,90584
00499177,Heideck,Bayern,91180
00499178,Abenberg Mittelfr,Bayern,91183
00499179,Freystadt,Bayern,92342
00499180,Pyrbaum,Bayern,90602
00499181,Neumarkt i d Opf,Bayern,92361; 92348; 92318; 92367; 92369
00499182,Velburg,Bayern,92355
00499183,Burgthann,Bayern,90559
00499184,Deining Oberpf,Bayern,92364
00499185,Mühlhausen Oberpf,Bayern,92360
00499186,Lauterhofen Oberpf,Bayern,92283
00499187,Altdorf b Nürnberg,Bayern,90518; 90610
00499188,Postbauer-Heng,Bayern,92353
00499189,Berg b Neumarkt i d Opf,Bayern,92348
00499190,Heroldsbach,Bayern,91336
00499191,Forchheim Oberfr,Bayern,91301; 91353; 91356; 91361; 91365; 91369
00499192,Gräfenberg,Bayern,91322; 91355; 91338; 91367
00499193,Höchstadt a d Aisch,Bayern,91350; 91315; 91475
00499194,Ebermannstadt,Bayern,91320; 91362; 91364
00499195,Adelsdorf Mittelfr,Bayern,91325; 91334; 91341
00499196,Wiesenttal,Bayern,91344; 91346
00499197,Egloffstein,Bayern,91349; 91359
00499198,Heiligenstadt i Ofr,Bayern,91347; 91332
00499199,Kunreuth,Bayern,91358
00499201,Gesees,Bayern,95494; 95473; 95503; 95511
00499202,Waischenfeld,Bayern,95491; 91344; 91344
00499203,Neudrossenfeld,Bayern,95499; 95512
00499204,Plankenfels,Bayern,95515; 95515
00499205,Vorbach,Bayern,95519; 95519
00499206,Mistelgau-Obernsees,Bayern,NA
00499207,Königsfeld Oberfr,Bayern,96167
00499208,Bindlach,Bayern,95463
00499209,Emtmannsberg,Bayern,95517
0049921,Bayreuth,Bayern,95444; 95445; 95447; 95448; 95488; 95500
00499220,Kasendorf-Azendorf,Bayern,NA
00499221,Kulmbach,Bayern,95361; 95326
00499222,Presseck,Bayern,95355
00499223,Rugendorf,Bayern,95365
00499225,Stadtsteinach,Bayern,95358; 95346; 95369
00499227,Neuenmarkt,Bayern,95502; 95362; 95364; 95509; 95339; 95367; 95339
00499228,Thurnau,Bayern,95359; 95349
00499229,Mainleus,Bayern,95336
00499231,Marktredwitz,Bayern,95615; 95701; 95679
00499232,Wunsiedel,Bayern,95680; 95709; 95632
00499233,Arzberg Oberfr,Bayern,95659; 95691; 95706; 95707
00499234,Neusorg,Bayern,95683; 95700; 95704
00499235,Thierstein,Bayern,95186; 95199
00499236,Nagel,Bayern,95682; 95697; 95615
00499238,Röslau,Bayern,95195
00499241,Pegnitz,Bayern,91257
00499242,Gößweinstein,Bayern,91327
00499243,Pottenstein,Bayern,91278
00499244,Betzenstein,Bayern,91282; 91287
00499245,Obertrubach,Bayern,91286
00499246,Pegnitz-Trockau,Bayern,NA
00499251,Münchberg,Bayern,95213; 95234; 95237
00499252,Helmbrechts,Bayern,95233; 95197
00499253,Weissenstadt,Bayern,95163
00499254,Gefrees,Brandenburg,95482; 14806
00499255,Marktleugast,Bayern,95356; 95356; 95356; 95352; 95356
00499256,Stammbach,Bayern,95236
00499257,Zell Oberfr,Bayern,95239
00499260,Wilhelmsthal Oberfr,Bayern,96352
00499261,Kronach,Bayern,96317; 96364; 96369
00499262,Wallenfels,Bayern,96349; 96346
00499263,Ludwigsstadt,Bayern,96337; 96361
00499264,Küps,Bayern,96328
00499265,Pressig,Bayern,96332; 96342
00499266,Mitwitz,Bayern,96268; 96277
00499267,Nordhalben,Bayern,96349; 96365
00499268,Teuschnitz,Bayern,96358; 96358; 96358; 96367
00499269,Tettau Kr Kronach,Bayern,96355
